,text,character
404,"like-let's fall in love, and get married and have kids and drive them to soccer practice.",Robin
405,I'm not gonna force sports on them unless they're interested.,Ted
406,(laughs) It's a great look. But you're looking at the wrong girl.,Robin
407,"No, I'm not.",Ted
408,"Yes, you are. I don't wanna get married right now, maybe ever and if we got together I'd feel like I'd either have to marry you or break your heart and-I just couldn't do either of those things. Just like you can't turn off the way you feel.",Robin
409,(reaches in his Jacket) Click. Off. Let's make out.,Ted
410,(laughs) What?,Robin
411,"What? That was the off switch! And I turned it off. I mean sure yes, I wanna fall in love get married blah, blah, blah, but-on the other hand... you... me...the roof.",Ted
412,There's no off switch.,Robin
413,There is an off switch... and it's off.,Ted
414,"(smiling) no, it's not.",Robin
415,"(silence) yes, it is. (They draw closer)",Ted
416,No (smiles)...it's-not.,Robin
417,"Yes-it is (they kiss long) No it's not. You're right, there's no off switch. God I wish there was an off switch.",Ted
418,(sighs) me too.,Robin
419,So (They mutter together. Then laugh),Ted
420,we could be friends (shrugs),Robin
421,Oh (clutches heart),Ted
422,"look, I know it sounds insincere when people say that but... we could.",Robin
423,"I don't know, Robin. I made such a jackass out of myself here, every time we start hanging out it'll be like, &quot;Oh-that's right-I'm a jackass.&quot;",Ted
424,You're not a jackass. I'm sorry. I only moved here in April and I'm always working and-I just haven't met a lot of good people so far. But I understand.,Robin
425,"Well-uh-maybe in a few months after it's not so fresh, we could all-uh...you know, get a beer.",Ted
426,"yeah. (sighs) That sounds good. I'll see you, Ted. (walks away)",Robin
427,"Or, you know-now. (Robin looks at Ted) We could all get a beer now.",Ted
428,(Smiles) I'd like that.,Robin
429,"My friends are goanna love you-like you-you know, as a friend. (Robin giggles) Jackass.",Ted
430,"Unbelievable. That is just a recipe for disaster, they work together (Carlos and Tatiana are making out)",Barney
431,You jealous?,Ted
432,"Oh, please, what does Carlos have that I don't?",Barney
433,a date tonight?,Robin
434,"Stop the tape, rewind-play it again.",Lily
435,(Imitates a rewinding tape) a date tonight? (smiles),Robin
436,I'm not sure I like her.,Barney
437,"Hey, don't you have a paper to write?",Ted
438,"Dude, you're talking to the kid.",Marshall
439,I know it.,Ted
440,"I'm goanna knock back this beer. I'm gonna knock back one more beer. I'm gonna go home, I'm gonna write a twenty-five page paper. I'm gonna hand it in and I'm gonna get a A. My name is Rufus, and that's the Trufus.",Marshall
441,At least let me buy you a beer. Come on I'll buy everyone a beer.,Ted
442,"I'll help carry. You know something, Ted?",Robin
443,What?,Ted
444,"You are a catch. You're gonna make some girl very happy, and I am going to help you find her.",Robin
445,"(laughs) Well, good luck. I mean maybe New York's just too big a town, you know? There's millions of people in this city. How in all this mess is a guy supposed to find the love of his life? I mean, where do you even begin?",Ted
446,"Hi, Have you met Ted?",Robin
447,"(mouths) Hi, I'm Ted (Robin takes the beer to the table. Ted watches her while the Cute Girl talks to him. Robin looks back. Smiles. Ted engages into a conversation)</p>						</div>						<div class=""ads"">	<!-- Transcripts Topic Footer Links 2016 -->	<ins class=""adsbygoogle footer-links""		style=""display:block""		data-ad-client=""ca-pub-3808023418243141""		data-ad-slot=""3894118671""		data-ad-format=""link""></ins>	<script>		(adsbygoogle = window.adsbygoogle || []).push({});	</script></div><div class=""t-foot-links text-center clearfix"">	<div class=""row"">		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother DVD"" category=""dvd"">How I Met Your Mother DVDs</a>		</div>		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother Instant Video"" category=""amazon instant video"">How I Met Your Mother Instant Video</a>		</div>		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother Collectables"" category=""entertainment collectibles"">How I Met Your Mother Collectables</a> 		</div>	</div><!--	<div class=""row"">		<div>			<a rel=""nofollow"" target=""_blank"" href=""http://www.amazon.com/gp/video/offers/signup/?ref_=assoc_tag_ph_1459527768921&ie=UTF8&benefitID=showtimeSub&camp=1789&creative=9325&linkCode=pf4&tag=foreverdreami-20&linkId=E7D4OGT2GLOJ4XMR"">Join SHOWTIME Free Trial</a>			<img src=""https://ir-na.amazon-adsystem.com/e/ir?t=foreverdreami-20&l=pf4&o=1"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />		</div>	</div> --></div>						<div class=""post-tools text-center clearfix"">							<div class=""gensmall pull-left"">															</div>													<div class=""social-links pull-right"">								<a title=""Share on Facebook"" href=""http://www.facebook.com/share.php?t=01x02+-+Purple+Giraffe&amp;u=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125259%23p125259"" onclick=""window.open(this.href);return false;""><i class=""fa fa-facebook fa-lg""></i></a> &nbsp;								<a title=""Share on Twitter"" href=""http://twitter.com/share?text=01x02+-+Purple+Giraffe&amp;url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125259%23p125259"" onclick=""window.open(this.href);return false;""><i class=""fa fa-twitter fa-lg""></i></a> &nbsp;								<a title=""Share on Tumblr"" href=""http://www.tumblr.com/share/link?url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125259%23p125259&amp;name=01x02+-+Purple+Giraffe"" onclick=""window.open(this.href);return false;""><i class=""fa fa-tumblr fa-lg""></i></a> &nbsp;								<a title=""Share on Google+"" href=""https://plus.google.com/share?url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125259%23p125259"" onclick=""window.open(this.href);return false;""><i class=""fa fa-google-plus fa-lg""></i></a>							</div>						</div>					</div>				</div>					</div>		</div>	</div>	<div class=""ads ads-topic topic-footer"">		<!-- Transcripts Footer Topic -->			<ins class=""adsbygoogle transcripts-footer-topic""				style=""display:block""				data-ad-client=""ca-pub-3808023418243141""				data-ad-slot=""3514849078""				data-ad-format=""auto""></ins>			<script>			(adsbygoogle = window.adsbygoogle || []).push({});			</script>	</div></div><div id=""pagefooter""></div><div class=""donate"">	<a href=""/donate/""><img src=""/styles/transcripts_default/theme/images/gumballs.gif"" alt=""Give Thanks"" width=""92"" height=""131"" /></a>	<p style=""text-align:center"">Gumballs 25 cents</p></div><br style=""clear:both"" /><p class=""breadcrumbs"" role=""navigation""><a rel=""nofollow"" href=""javascript:var handle=window.open('http://foreverdreaming.org/')"">F.D.</a><b> &#187; </b><a href=""./index.php?sid=b27e70c12c357ddc40d9a08c5a676d2c"">Transcripts</a><b> &#187; </b><a href=""./viewforum.php?f=47&amp;sid=b27e70c12c357ddc40d9a08c5a676d2c"">TV &amp; Movie Transcripts</a><b> &#187; </b><a href=""./viewforum.php?f=775&amp;sid=b27e70c12c357ddc40d9a08c5a676d2c"">H</a><b> &#187; </b><a href=""./viewforum.php?f=177&amp;sid=b27e70c12c357ddc40d9a08c5a676d2c"">How I Met Your Mother</a></p><br style=""clear:both"" /><div class=""clearfix"">		<div class=""pull-right""></div></div><br /></div>		<div id=""footer"">		<div id=""footer-top""><div class=""donate"">	<form action=""https://www.paypal.com/cgi-bin/webscr"" method=""post"" target=""_top"">		<input type=""hidden"" name=""cmd"" value=""_donations"" />		<input type=""hidden"" name=""business"" value=""webmaster@foreverdreaming.org"" />		<input type=""hidden"" name=""lc"" value=""US"" />		<input type=""hidden"" name=""item_name"" value=""Forever Dreaming"" />		<input type=""hidden"" name=""no_note"" value=""0"" />		<input type=""hidden"" name=""currency_code"" value=""USD"" />		<input type=""hidden"" name=""bn"" value=""PP-DonationsBF:btn_donate_LG.gif:NonHosted"" />		<input type=""image"" src=""https://www.paypalobjects.com/en_US/i/btn/btn_donate_LG.gif"" name=""submit"" alt=""PayPal - The safer, easier way to pay online!"" />		<img alt="""" border=""0"" src=""https://www.paypalobjects.com/en_US/i/scr/pixel.gif"" width=""1"" height=""1"" />	</form></",Ted
448,(On Phone) Why don't we go to MacLaren's?,Ted
449,(On Phone) Let's go to MacLaren's.,Lily
450,You guys talking to each other? Nobody's listening.,Marshall
451,What's wrong with MacLaren's?,Ted
452,"(On Phone) MacLaren's is bore, snore. Ted, tonight we're going to go out. We're going to meet some ladies. It's going to be legendary. Phone-five! (High-fives the phone)",Barney
453,"You didn't phone-five did you? I know when you don't phone-five, Ted. Come on, we always go to MacLaren's.",Barney
454,"Yeah, cause MacLaren's is fun...",Ted
455,MacLaren's is this much fun. What I'm offering is the chance to have this much fun.,Barney
456,"See, you say that. You say it's going to be this much fun. But most of the time it ends up being this much fun. This much fun is good! It's safe. It's guaranteed!",Ted
457,"This hand gesture thing doesn't really work on the phone, does it?",Barney
458,No it doesn't.,Ted
459,Get in the cab. Marshall you too.,Barney
460,"Oh, I wish I could... I think Lily and I are just goi...",Marshall
461,I understand. (To Ted) Get in the cab.,Barney
462,Why can Marshall say no?,Ted
463,Uhh... because he's getting laid.,Barney
464,Consistently.,Marshall
465,"(Doing &quot;I see you&quot; hand motion) Ted, Ted, Ted. Right here. You keep going to the same bar, you're in a rut and I am a rut buster. I'm going to bust your rut (Smiles).",Barney
466,"It's not a rut, okay. It's a routine and I like it!",Ted
467,"Ted, what's the first syllable in rutting (trying to make it sound like &quot;routine&quot;. Ted gives in and jumps in the cab) Peace out, suckers. (Cab speeds off.)",Barney
468,"Alright, so what's this legendary plan.",Ted
469,First we got to pick someone up at the airport.,Barney
470,"Okay, I'm outta here.",Ted
471,"(To cabdriver) Estaban, doors! (Cab doors lock)",Barney
472,Just this one little thing and the rest of the night is ours.,Barney
473,"Why do you have those suitcases, and who are we picking up?",Ted
474,I don't know. Maybe her? Or her.,Barney
475,Wait so when you said you were going to &quot;pick someone up at the airport&quot;. You meant you were going to &quot;pick someone up at the airport&quot;.,Ted
476,"(winks) Scenario. Couple of girls fly into town, looking for a fun weekend in NYC when they meet two handsome international business men just back from a lucrative trip to Japan. Sample dialogue, &quot;You have a wheelie bag? Wh... I have a wheelie bag!&quot;",Barney
477,You've gotta be kidding me.,Ted
478,"False. Sidebar, tuck in your shirt. You look sketchy.",Barney
479,I'm sketchy?,Ted
480,"Trust me, it's going to be legendary.",Barney
481,"Don't say &quot;legendary&quot;, okay? You're too liberal with the word legendary.",Ted
482,We're building an igloo in Central Park. It's gonna be legendary. Snow suit up!,Barney
483,"Ted, Ted, Ted. Right here! This is happening. Now you can either put your bags on the carousel now, or you can listen to me give you a really long speech convincing you to put the bags on the carousel. Your move. (Silence) Ted, since the dawn of time mankind has struggled... (Ted puts bags on carousel)",Barney
484,I'm so glad we finally get to hang out just the two of us!,Lily
485,Yeah.,Robin
486,You sure you're okay giving up your Friday night to hang with an old almost-married lady?,Lily
487,"Oh please, I'm so sick of the &quot;meet-market&quot; scene. Guys are like a subway. You miss one, another one comes along in five minutes.",Robin
488,"Unless it's the end of the night, then you get on anything.",Lily
489,Heyow!,Robin
490,Really? Sweet.,Lily
491,I guess that's one drawback to being engaged. I'm sure that's why he didn't...,Lily
492,"(peeking over his shoulder) Oh. Oh, hello!",Lily
493,"(To waiting woman) So...uh, did you just get in from Detroit? (Points to self) Japan. (Woman leaves)",Ted
494,"Okay, carousel four is tapped out. Ready? Because I'm about to drop some knowledge. Cute girls are not from Buffalo. Time-out. Ten o'clock. You ready to rock this, Tedder?",Barney
